,id,code,is_true,format_code,errorline
0,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
  float X;
  scanf(""%f"",&X);
    if(X<=3500)
    printf(""%f"",0*(X-3500)-0);
    else if(X>3500&&X<=5000)
    printf(""%f"",0.03*(X-3500)-0);
    else if(X>5000&&X<=8000)
    printf(""%f"",0.1*(X-3500)-105);
    else if(X>8000&&X<=12500)
    printf(""%f"",0.2*(X-3500)-555);
    else if(X>12500&&X<=38500)
    printf(""%f"",0.25*(X-3500)-1005);
    else if(X>38500&&X<=58500)
    printf(""%f"",0.3*(X-3500)-2755);
    else if(X>58500&&X<=83500)
    printf(""%f"",0.35*(X-3500)-5505);
    else
    printf(""%f"",0.45*(X-3500)-13505);
   return 0;
  
}",0.0,"#include<stdio.h>
int main()
{
  float varb_0;
  scanf(""%f"",&varb_0);
    if(varb_0<=3500)
    printf(""%f"",0*(varb_0-3500)-0);
    else if(varb_0>3500&&varb_0<=5000)
    printf(""%f"",0.03*(varb_0-3500)-0);
    else if(varb_0>5000&&varb_0<=8000)
    printf(""%f"",0.1*(varb_0-3500)-105);
    else if(varb_0>8000&&varb_0<=12500)
    printf(""%f"",0.2*(varb_0-3500)-555);
    else if(varb_0>12500&&varb_0<=38500)
    printf(""%f"",0.25*(varb_0-3500)-1005);
    else if(varb_0>38500&&varb_0<=58500)
    printf(""%f"",0.3*(varb_0-3500)-2755);
    else if(varb_0>58500&&varb_0<=83500)
    printf(""%f"",0.35*(varb_0-3500)-5505);
    else
    printf(""%f"",0.45*(varb_0-3500)-13505);
   return 0;
}",7
1,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
   float a,b;
   float s,c;
   scanf(""%f"",&a);
   
   if(a>=0&&a<=3500)
   {
   s=0;
   c=0;}
   
   else if(a>3500&&a<=5000)
   {
   s=0.03;
   c=0;
}
   else if(a>5000&&a<=8000)
   {
   s=0.1;
   c=105;
}
   else if(a>8000&&a<=12500)
   {
   s=0.2;
   c=555;
}
   else if(a>12500&&a<=38500)
   {
   s=0.25;
   c=1005;
}
   else if(a>38500&&a<=58500)
   {
   s=0.3;
   c=2755;
}
   else if(a>58500&&a<=82500)
   {
   s=0.35;
   c=5505;
}
   else
   {
   s=0.45;
   c=13505;
   }
   b=s*a-c;
   printf(""%f"",b); 
   
}
",0.0,"#include<stdio.h>
int main()
{
   float varb_0,varb_1;
   float varb_2,varb_3;
   scanf(""%f"",&varb_0);
   if(varb_0>=0&&varb_0<=3500)
   {
   varb_2=0;
   varb_3=0;}
   else if(varb_0>3500&&varb_0<=5000)
   {
   varb_2=0.03;
   varb_3=0;
}
   else if(varb_0>5000&&varb_0<=8000)
   {
   varb_2=0.1;
   varb_3=105;
}
   else if(varb_0>8000&&varb_0<=12500)
   {
   varb_2=0.2;
   varb_3=555;
}
   else if(varb_0>12500&&varb_0<=38500)
   {
   varb_2=0.25;
   varb_3=1005;
}
   else if(varb_0>38500&&varb_0<=58500)
   {
   varb_2=0.3;
   varb_3=2755;
}
   else if(varb_0>58500&&varb_0<=82500)
   {
   varb_2=0.35;
   varb_3=5505;
}
   else
   {
   varb_2=0.45;
   varb_3=13505;
   }
   varb_1=varb_2*varb_0-varb_3;
   printf(""%f"",varb_1); 
}
",10
2,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
float sr,sds;
scanf(""%f"",sr);
if(sr<=3500)
{
sds=0;
printf(""%.6f"",sds);
}
   else if(sr>3500&&sr<=5000)
   {
   sds=0.03*(sr-3500);
   printf(""%.6f"",sds);
}
   else if(sr<5000&&sr>=8000)
{
   sr=0.1*(sr-3500)-105;
   printf(""%.6f"",sds);
}
   else if(sr>8000&&sr<=12500)
{
   sds=0.2*(sr-3500)-555;
   printf(""%.6f"",sds);
}
   else if(sr>12500&&sr<=38500)
{
   sds=0.25*(sr-3500)-1005;
   printf(""%.6f"",sds);
}
   else if(sr>38500&&sr<=58500)
{
   sds=0.3*(sr-3500)-2755;
   printf(""%.6f"",sds);
}
   
   else if(sr>58500&&sr<=83500)
{
   sds=0.35*(sr-3500)-5505;
   printf(""%.6f"",sds);
}
   else if(sr>83500)
{
   sds=0.45*(sr-3500)-13505;
   printf(""%.6f"",sds);
}
else
printf(""shurucuowu"");
return 0;
}
   ",0.0,"#include<stdio.h>
int main()
{
float varb_0,varb_1;
scanf(""%f"",varb_0);
if(varb_0<=3500)
{
varb_1=0;
printf(""%.6f"",varb_1);
}
   else if(varb_0>3500&&varb_0<=5000)
   {
   varb_1=0.03*(varb_0-3500);
   printf(""%.6f"",varb_1);
}
   else if(varb_0<5000&&varb_0>=8000)
{
   varb_0=0.1*(varb_0-3500)-105;
   printf(""%.6f"",varb_1);
}
   else if(varb_0>8000&&varb_0<=12500)
{
   varb_1=0.2*(varb_0-3500)-555;
   printf(""%.6f"",varb_1);
}
   else if(varb_0>12500&&varb_0<=38500)
{
   varb_1=0.25*(varb_0-3500)-1005;
   printf(""%.6f"",varb_1);
}
   else if(varb_0>38500&&varb_0<=58500)
{
   varb_1=0.3*(varb_0-3500)-2755;
   printf(""%.6f"",varb_1);
}
   else if(varb_0>58500&&varb_0<=83500)
{
   varb_1=0.35*(varb_0-3500)-5505;
   printf(""%.6f"",varb_1);
}
   else if(varb_0>83500)
{
   varb_1=0.45*(varb_0-3500)-13505;
   printf(""%.6f"",varb_1);
}
else
printf(""shurucuowu"");
return 0;
}
",4
3,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main( )
{
float A,B/*A代表全月应纳税所额数，B代表个人所得税*/;
scanf(""%f "",&A);
if(A>=0&&A<=3500)
   printf(""%f"",B=A);
   else if(A>3500&&A<=5000)
   printf(""%f"",B=0.03*(A-3500));
   else if(A>5000&&A<=8000)
   printf(""%f"",B=0.1*(A-3500)-105);
   else if(A>8000&&A<=12500)
   printf(""%f"",B=0.2*(A-3500)-555);
   else if(A>12500&&A<=38500)
   printf(""%f"",B=0.25*(A-3500)-1005);
   else if(A>38500&&A<=58500)
   printf(""%f"",B=0.3*(A-3500)-2755);
   else if(A>58500&&A<=83500)
   printf(""%f"",B=0.35*(A-3500)-5505);
   else if(A>83500)
   printf(""%f"",B=0.45*(A-3500)-13505);
           
return 0 ;
   
           
        
}",0.0,"#include<stdio.h>
int main( )
{
float varb_0,varb_1;
scanf(""%f "",&varb_0);
if(varb_0>=0&&varb_0<=3500)
   printf(""%f"",varb_1=varb_0);
   else if(varb_0>3500&&varb_0<=5000)
   printf(""%f"",varb_1=0.03*(varb_0-3500));
   else if(varb_0>5000&&varb_0<=8000)
   printf(""%f"",varb_1=0.1*(varb_0-3500)-105);
   else if(varb_0>8000&&varb_0<=12500)
   printf(""%f"",varb_1=0.2*(varb_0-3500)-555);
   else if(varb_0>12500&&varb_0<=38500)
   printf(""%f"",varb_1=0.25*(varb_0-3500)-1005);
   else if(varb_0>38500&&varb_0<=58500)
   printf(""%f"",varb_1=0.3*(varb_0-3500)-2755);
   else if(varb_0>58500&&varb_0<=83500)
   printf(""%f"",varb_1=0.35*(varb_0-3500)-5505);
   else if(varb_0>83500)
   printf(""%f"",varb_1=0.45*(varb_0-3500)-13505);
return 0 ;
}",7
4,2c911d616dcd1421016dd2b6d65515d2,"#include <stdio.h>
int main()
{
  float income,retal;
  scanf(""%f"",&income);
  if(income<=3500)
  retal=0*(income-3500)-0;
  else if(income>3500&&income<=5000)
  retal=0.03*(income-3500)-0;
  else if(income>5000&&income<=8000)
  retal=0.10*(income-3500)-105;
  else if(income>8000&&income<=12500)
  retal=0.20*(income-3500)-555;
  else if(income>12500&&income<=38500)
  retal=0.25*(income-3500)-1005;
  else if(income>38500&&income<=58500)
  retal=0.30*(income-3500)-2755;
  else if(income>58500&&income<=83500)
  retal=0.35*(income-3500)-5505;
  else
  retal=0.45*(income-3500)-13505;
  printf(""%f"",-retal);
  return 0;
}",0.0,"#include <stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f"",&varb_0);
  if(varb_0<=3500)
  varb_1=0*(varb_0-3500)-0;
  else if(varb_0>3500&&varb_0<=5000)
  varb_1=0.03*(varb_0-3500)-0;
  else if(varb_0>5000&&varb_0<=8000)
  varb_1=0.10*(varb_0-3500)-105;
  else if(varb_0>8000&&varb_0<=12500)
  varb_1=0.20*(varb_0-3500)-555;
  else if(varb_0>12500&&varb_0<=38500)
  varb_1=0.25*(varb_0-3500)-1005;
  else if(varb_0>38500&&varb_0<=58500)
  varb_1=0.30*(varb_0-3500)-2755;
  else if(varb_0>58500&&varb_0<=83500)
  varb_1=0.35*(varb_0-3500)-5505;
  else
  varb_1=0.45*(varb_0-3500)-13505;
  printf(""%f"",-varb_1);
  return 0;
}",7
5,2c911d616dcd1421016dd2b6d65515d2,"#include <stdio.h>

int main()
{
    float ic;
    scanf(""%f"",&ic);
    if(ic<=3500)
    printf(""%f"",0*(ic-3500));
    else if(ic>3500&&ic<=5000)
    printf(""%f"",0.03*(ic-3500));
    else if(ic>5000&&ic<=8000)
    printf(""%f"",0.1*(ic-3500)-105);
    else if(ic>8000&&ic<=12500)
    printf(""%f"",0.2*(ic-3500)-555);
    else if(ic>12500&&ic<=38500)
    printf(""%f"",0.25*(ic-3500)-1005);
    else if(ic>38500&&ic<=58500)
    printf(""%f"",0.3*(ic-3500)-2755);
    else if(ic>58500&&ic<=83500)
    printf(""%f"",0.35*(ic-3500)-5505);
    else
    printf(""%f"",0.45*(ic-3500)-13505);
    return 0;
}

",0.0,"#include <stdio.h>
int main()
{
    float varb_0;
    scanf(""%f"",&varb_0);
    if(varb_0<=3500)
    printf(""%f"",0*(varb_0-3500));
    else if(varb_0>3500&&varb_0<=5000)
    printf(""%f"",0.03*(varb_0-3500));
    else if(varb_0>5000&&varb_0<=8000)
    printf(""%f"",0.1*(varb_0-3500)-105);
    else if(varb_0>8000&&varb_0<=12500)
    printf(""%f"",0.2*(varb_0-3500)-555);
    else if(varb_0>12500&&varb_0<=38500)
    printf(""%f"",0.25*(varb_0-3500)-1005);
    else if(varb_0>38500&&varb_0<=58500)
    printf(""%f"",0.3*(varb_0-3500)-2755);
    else if(varb_0>58500&&varb_0<=83500)
    printf(""%f"",0.35*(varb_0-3500)-5505);
    else
    printf(""%f"",0.45*(varb_0-3500)-13505);
    return 0;
}
",7
6,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main() 
{
float a, b;
scanf(""%f"", &a) ;
if (a<=3500)
   b=0; 
else if (a>3500&&a<=5000)
   b=0.03*(a-3500)-0;
else if (a>5000&&a<=8000)
   b=0.1*(a-3500)-105;
else if (a>8000&&a<=12500)
   b=0.1*(a-3500)-555;
else if (a>12500&&a<=38500)
   b=0.25*(a-3500)-1005;
else if (a>38500&&a<=58500)
   b=0.3*(a-3500)-2755;
else if (a>58500&&a<=83500)
   b=0.35*(a-3500)-5505;
else
   b=0.45*(a-3500)-13505;
   printf(""%f"",b) ;
return 0;


}",0.0,"#include<stdio.h>
int main() 
{
float varb_0, varb_1;
scanf(""%f"", &varb_0) ;
if(varb_0<=3500)
   varb_1=0; 
else if(varb_0>3500&&varb_0<=5000)
   varb_1=0.03*(varb_0-3500)-0;
else if(varb_0>5000&&varb_0<=8000)
   varb_1=0.1*(varb_0-3500)-105;
else if(varb_0>8000&&varb_0<=12500)
   varb_1=0.1*(varb_0-3500)-555;
else if(varb_0>12500&&varb_0<=38500)
   varb_1=0.25*(varb_0-3500)-1005;
else if(varb_0>38500&&varb_0<=58500)
   varb_1=0.3*(varb_0-3500)-2755;
else if(varb_0>58500&&varb_0<=83500)
   varb_1=0.35*(varb_0-3500)-5505;
else
   varb_1=0.45*(varb_0-3500)-13505;
   printf(""%f"",varb_1) ;
return 0;
}",13
7,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()

{
	float a,b;
	scanf(""%f"",&a);

	     if(a<=3500)
	b=0;
	     else if (3500<a&&a<=5000)
	b=0.03*(a-3500)-0;
		 else if (5000<a&&a<=8000)
	b=0.10*(a-3500)-105;
		 else if (8000<a&&a<=125500)
	b=0.20*(a-3500)-555;
		 else if (12500<a&&a<=38500)
	b=0.25*(a-3500)-1005;
		 else if (38500<a&&a<=58500)
	b=0.30*(a-3500)-2755;
		 else if (58500<a&&a<=83500)
	b=0.45*(a-3500)-5505;
         else if (83500<a)
	b=0.45*(a-3500)-13505;	

    printf(""%f"",b);
    
    return 0;
}",0.0,"#include<stdio.h>
int main()
{
	float varb_0,varb_1;
	scanf(""%f"",&varb_0);
	     if(varb_0<=3500)
	varb_1=0;
	     else if(3500<varb_0&&varb_0<=5000)
	varb_1=0.03*(varb_0-3500)-0;
		 else if(5000<varb_0&&varb_0<=8000)
	varb_1=0.10*(varb_0-3500)-105;
		 else if(8000<varb_0&&varb_0<=125500)
	varb_1=0.20*(varb_0-3500)-555;
		 else if(12500<varb_0&&varb_0<=38500)
	varb_1=0.25*(varb_0-3500)-1005;
		 else if(38500<varb_0&&varb_0<=58500)
	varb_1=0.30*(varb_0-3500)-2755;
		 else if(58500<varb_0&&varb_0<=83500)
	varb_1=0.45*(varb_0-3500)-5505;
         else if(83500<varb_0)
	varb_1=0.45*(varb_0-3500)-13505;	
    printf(""%f"",varb_1);
    return 0;
}",12
8,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main( )
{
float A,B/*A代表全月应纳税所额数，B代表个人所得税*/;
scanf(""%f "",&B);
if(A>=0&&A<=3500)
   printf(""%f"",B=A);
   else if(A>3500&&A<=5000)
   printf(""%f"",B=0.03*(A-3500));
   else if(A>5000&&A<=8000)
   printf(""%f"",B=0.1*(A-3500)-105);
   else if(A>8000&&A<=12500)
   printf(""%f"",B=0.2*(A-3500)-555);
   else if(A>12500&&A<=38500)
   printf(""%f"",B=0.25*(A-3500)-1005);
   else if(A>38500&&A<=58500)
   printf(""%f"",B=0.3*(A-3500)-2755);
   else if(A>58500&&A<=83500)
   printf(""%f"",B=0.35*(A-3500)-5505);
   else if(A>83500)
   printf(""%f"",B=0.45*(A-3500)-13505);
           
return 0 ;
   
           
        
}",0.0,"#include<stdio.h>
int main( )
{
float varb_0,varb_1;
scanf(""%f "",&varb_1);
if(varb_0>=0&&varb_0<=3500)
   printf(""%f"",varb_1=varb_0);
   else if(varb_0>3500&&varb_0<=5000)
   printf(""%f"",varb_1=0.03*(varb_0-3500));
   else if(varb_0>5000&&varb_0<=8000)
   printf(""%f"",varb_1=0.1*(varb_0-3500)-105);
   else if(varb_0>8000&&varb_0<=12500)
   printf(""%f"",varb_1=0.2*(varb_0-3500)-555);
   else if(varb_0>12500&&varb_0<=38500)
   printf(""%f"",varb_1=0.25*(varb_0-3500)-1005);
   else if(varb_0>38500&&varb_0<=58500)
   printf(""%f"",varb_1=0.3*(varb_0-3500)-2755);
   else if(varb_0>58500&&varb_0<=83500)
   printf(""%f"",varb_1=0.35*(varb_0-3500)-5505);
   else if(varb_0>83500)
   printf(""%f"",varb_1=0.45*(varb_0-3500)-13505);
return 0 ;
}",5
9,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>

int main()

{ 

   float a,b,c;

   scanf(""%f"",&a);

   if(a<=3500)

    c=0;

   else if(a<=5000)

     {b=0.03;

      c=(a-3500)*b;

     }

   else if(a<=8000)

     {b=0.1;

      c=(a-3500)*b;

      }

   else if(a<=12500)

      {b=0.2;

    c=(a-3500)*b;

    }

    else if(a<=38500)

      {b=0.25;

    c=(a-3500)*b;

    }

     else if(a<=58500)

      {b=0.3;

    c=(a-3500)*b;

    }

     else if(a<=83500)

      {b=0.35;

    c=(a-3500)*b;

    }

    else

    {b=0.45;

    c=(a-3500)*b;

    }

    printf(""%.6f"",c);

}",0.0,"#include<stdio.h>
int main()
{ 
   float varb_0,varb_1,varb_2;
   scanf(""%f"",&varb_0);
   if(varb_0<=3500)
    varb_2=0;
   else if(varb_0<=5000)
     {varb_1=0.03;
      varb_2=(varb_0-3500)*varb_1;
     }
   else if(varb_0<=8000)
     {varb_1=0.1;
      varb_2=(varb_0-3500)*varb_1;
      }
   else if(varb_0<=12500)
      {varb_1=0.2;
    varb_2=(varb_0-3500)*varb_1;
    }
    else if(varb_0<=38500)
      {varb_1=0.25;
    varb_2=(varb_0-3500)*varb_1;
    }
     else if(varb_0<=58500)
      {varb_1=0.3;
    varb_2=(varb_0-3500)*varb_1;
    }
     else if(varb_0<=83500)
      {varb_1=0.35;
    varb_2=(varb_0-3500)*varb_1;
    }
    else
    {varb_1=0.45;
    varb_2=(varb_0-3500)*varb_1;
    }
    printf(""%.6f"",varb_2);
}",10
