,id,code,is_true,errorline
0,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0[100];
int varb_1 = 0;
void func_0(int varb_2, int varb_3, int varb_4)
{
	if(varb_2 <= 0)
	{
		if(varb_3 - 1 == 1)
		{
			printf(""%d=%d\n"", varb_4, varb_4);
		}
		else
		{
			printf(""%d="", varb_4);
			printf(""%d"", varb_0[1]);
			for(int varb_13 = 2; varb_13 < varb_3; varb_13++)
			{
				printf(""+%d"", varb_0[varb_13]);
			}
			varb_1++;
			if(varb_1 == 4)
			{
				printf(""\n"");
				varb_1 = 0;
			}
			else if(varb_1 != 4) printf("";"");
		}
	}
	else
	{
		for(int varb_13 = varb_0[varb_3 - 1]; varb_13 <= varb_2; varb_13++)
		{
			varb_0[varb_3] = varb_13;
			func_0(varb_2 - varb_13, varb_3 + 1, varb_4);
		}
	}
}
int main()
{
	int varb_4;
	scanf(""%d"", &varb_4);
	varb_0[0] = 1;
	func_0(varb_4, 1, varb_4);
	return 0;
}
",0.0,9
1,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0;
int varb_1[31]; 
int varb_2 = -1; 
int varb_3 = 0; 
int varb_4 = 0; 
void func_0(int i);
int main()
{
    scanf(""%d"", &varb_0);
    func_0(1);
    return 0; 
}
void func_0(int i) {
    if(varb_4 == varb_0) {
        varb_3 ++;
        printf(""%d="", varb_0);
        int varb_5;
        for(varb_5=0; varb_5<varb_2; varb_5++) {
            printf(""%d+"", varb_1[varb_5]);
        }
        if(varb_3%4 == 0 || varb_1[varb_2] == varb_0) {
            printf(""%d\n"", varb_1[varb_2]);
        } else {
            printf(""%d;"", varb_1[varb_2]);
        }
        return;
    } 
    if(varb_4 > varb_0) {
        return;
    }
    for(int varb_6=i; varb_6<=varb_0; varb_6++) {
        varb_1[++varb_2] = varb_6;
        varb_4 += varb_6; 
        func_0(varb_6);
        varb_4 -= varb_6;
        varb_2 --;
    } 
}
",0.0,32
2,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0;
int varb_1[31]; 
int varb_2 = -1; 
int varb_3 = 0; 
int varb_4 = 0; 
void func_0(int i);
int main()
{
    scanf(""%d"", &varb_0);
    func_0(1);
    return 0; 
}
void func_0(int i) {
    if(varb_4 == varb_0) {
        varb_3 ++;
        printf(""%d="", varb_0);
        int varb_5;
        for(varb_5=0; varb_5<varb_2; varb_5++) {
            printf(""%d+"", varb_1[varb_5]);
        }
        if(varb_3%4 == 0 || varb_1[varb_2] == varb_0) {
            printf(""%d\n"", varb_1[varb_2]);
        } else {
            printf(""%d;"", varb_1[varb_2]);
        }
        return;
    } 
    if(varb_4 > varb_0) {
        return;
    }
    for(int varb_6=i; varb_6<=varb_0; varb_6++) {
        varb_1[++varb_2] = varb_6;
        varb_4 += varb_6; 
        func_0(varb_6);
        varb_4 -= varb_6;
        varb_2 --;
    } 
}",0.0,32
3,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0;
int varb_1[31]; 
int varb_2 = -1; 
int varb_3 = 0; 
int varb_4 = 0; 
void func_0(int i);
int main()
{
	scanf(""%d"", &varb_0);
 	func_0(1);
	return 0; 
}
void func_0(int i) {
	if(varb_4 == varb_0) {
		varb_3 ++;
		printf(""%d="", varb_0);
		int varb_5;
		for(varb_5=0; varb_5<varb_2; varb_5++) {
			printf(""%d+"", varb_1[varb_5]);
		}
		if(varb_3%4 == 0 || varb_1[varb_2] == varb_0) {
			printf(""%d\n"", varb_1[varb_2]);
		} else {
			printf(""%d;"", varb_1[varb_2]);
		}
		return;
	}  
	if(varb_4 > varb_0) {
		return;
	}
	for(int varb_6=i; varb_6<=varb_0; varb_6++) {
		varb_1[++varb_2] = varb_6;
		varb_4 += varb_6; 
		func_0(varb_6);
		varb_4 -= varb_6;
		varb_2 --;
	} 
}",0.0,10
4,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0;
int varb_1[31]; 
int varb_2 = -1; 
int varb_3 = 0; 
int varb_4 = 0; 
void func_0(int i);
int main()
{
    scanf(""%d"", &varb_0);
    func_0(1);
    return 0; 
}
void func_0(int i) {
    if(varb_4 == varb_0) {
        varb_3 ++;
        printf(""%d="", varb_0);
        int varb_5;
        for(varb_5=0; varb_5<varb_2; varb_5++) {
            printf(""%d+"", varb_1[varb_5]);
        }
        if(varb_3%4 == 0 || varb_1[varb_2] == varb_0) {
            printf(""%d\n"", varb_1[varb_2]);
        } else {
            printf(""%d;"", varb_1[varb_2]);
        }
        return;
    } 
    if(varb_4 > varb_0) {
        return;
    }
    for(int varb_6=i; varb_6<=varb_0; varb_6++) {
        varb_1[++varb_2] = varb_6;
        varb_4 += varb_6; 
        func_0(varb_6);
        varb_4 -= varb_6;
        varb_2 --;
    } 
}
",0.0,32
5,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0[100];
int varb_1 = 0;
void func_0(int varb_2, int varb_3, int varb_4)
{
	if(varb_2 <= 0)
	{
		if(varb_3 - 1 == 1)
		{
			printf(""%d=%d\n"", varb_4, varb_4);
		}
		else
		{
			printf(""%d="", varb_4);
			printf(""%d"", varb_0[1]);
			for(int varb_13 = 2; varb_13 < varb_3; varb_13++)
			{
				printf(""+%d"", varb_0[varb_13]);
			}
			varb_1++;
			if(varb_1 == 4)
			{
				printf(""\n"");
				varb_1 = 0;
			}
			else if(varb_1 != 4) printf("";"");
		}
	}
	else
	{
		for(int varb_13 = varb_0[varb_3 - 1]; varb_13 <= varb_2; varb_13++)
		{
			varb_0[varb_3] = varb_13;
			func_0(varb_2 - varb_13, varb_3 + 1, varb_4);
		}
	}
}
int main()
{
	int varb_4;
	scanf(""%d"", &varb_4);
	varb_0[0] = 1;
	func_0(varb_4, 1, varb_4);
	return 0;
}",0.0,9
6,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0=0;
int varb_1,varb_2[30];
void func_0(int varb_3,int varb_1,int varb_5,int varb_6)
{
   int varb_7;
   if(varb_6==varb_1)
   {
     printf(""%d="",varb_1);
     for(varb_7=0;varb_7<varb_5;varb_7++)
     {
       if(varb_7==0)
         printf(""%d"",varb_2[varb_7]);
       else
         printf(""+%d"",varb_2[varb_7]);
     }
     varb_0++;
    if(varb_0%4==0&&varb_0!=0)
       printf(""\n"");
    if(varb_0%4!=0&&varb_3!=varb_1)
       printf("";"");
   }
   for(varb_7=varb_3;varb_7<=varb_1;varb_7++)
   {
      varb_2[varb_5]=varb_7;
      func_0(varb_7,varb_1,varb_5+1,varb_6+varb_7);
   }
}
int main()
{
   scanf(""%d"",&varb_1);
   func_0(1,varb_1,0,0);
}",0.0,5
7,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0;
int varb_1[31]; 
int varb_2 = -1; 
int varb_3 = 0; 
int varb_4 = 0; 
void func_0(int i);
int main()
{
scanf(""%d"", &varb_0);
func_0(1);
return 0; 
}
void func_0(int i) {
if(varb_4 == varb_0) {
varb_3 ++;
printf(""%d="", varb_0);
int varb_5;
for(varb_5=0; varb_5<varb_2; varb_5++) {
printf(""%d+"", varb_1[varb_5]);
}
if(varb_3%4 == 0 || varb_1[varb_2] == varb_0) {
printf(""%d\n"", varb_1[varb_2]);
} else {
printf(""%d;"", varb_1[varb_2]);
}
return;
} 
if(varb_4 > varb_0) {
return;
}
for(int varb_6=i; varb_6<=varb_0; varb_6++) {
varb_1[++varb_2] = varb_6;
varb_4 += varb_6; 
func_0(varb_6);
varb_4 -= varb_6;
varb_2 --;
} 
}
",0.0,32
8,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0=0;
int varb_1,varb_2[50];
void func_0(int varb_3,int varb_1,int varb_5,int varb_6)
{
   if(varb_6==varb_1)
   {
      printf(""%d="",varb_1);
      for(int varb_12=0;varb_12<varb_5;varb_12++)
         {if(varb_12==0)
            printf(""%d"",varb_2[varb_12]);
         else
            printf(""+%d"",varb_2[varb_12]);}
    varb_0++;
    if(varb_0%4==0&&varb_0!=0)
       printf(""\n"");
    if(varb_0%4!=0&&varb_3!=varb_1)
       printf("";"");
    }
    if(varb_6>varb_1)
       return;
    for(int varb_12=varb_3;varb_12<=varb_1;varb_12++)
    {
         varb_2[varb_5]=varb_12;
         func_0(varb_12,varb_1,varb_5+1,varb_6+varb_12);
    }
}
int main()
{
   scanf(""%d"",&varb_1);
   func_0(1,varb_1,0,0);
}",0.0,9
9,2c9f30a56e7cdc12016ea1df045f3640,"#include<stdio.h>
int varb_0;
int varb_1[31];  
int varb_2 = -1; 
int varb_3 = 0; 
int varb_4 = 0; 
void func_0(int i);
int main()
{
    scanf(""%d"", &varb_0);
    func_0(1);
    return 0; 
}
void func_0(int i) 
{
    if(varb_4 == varb_0)
    {
        varb_3 ++;
        printf(""%d="", varb_0);
        int varb_5;
        for(varb_5=0; varb_5<varb_2; varb_5++)
        {
            printf(""%d+"", varb_1[varb_5]);
        }
        if(varb_3%4 == 0 || varb_1[varb_2] == varb_0)
        {
            printf(""%d\n"", varb_1[varb_2]);
        }
        else 
        {
            printf(""%d;"", varb_1[varb_2]);
        }
        return;
    }  
    if(varb_4 > varb_0)
    {
        return;
    }
    for(int varb_6=i; varb_6<=varb_0; varb_6++) 
    {
        varb_1[++varb_2] = varb_6;
        varb_4 += varb_6; 
        func_0(varb_6);
        varb_4 -= varb_6;
        varb_2 --;
    }  
}",0.0,14
