,id,code,is_true,errorline
0,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
       float  varb_0,varb_1;
scanf(""%f"",&varb_0);
    if(varb_0<3500)
printf(""%.6f"",varb_0);
    else if(varb_0>3500&&varb_0<=5000)
{
varb_1=(varb_0-3500)*0.03;
  printf(""%.6f"",varb_1);
}
    else if(varb_0>5000&&varb_0<=8000)
{
varb_1=(varb_0-3500)*0.1-105;
  printf(""%.6f"",varb_1);
}
    else if(varb_0>8000&&varb_0<=12500)
{
varb_1=(varb_0-3500)*0.2-555;
  printf(""%.6f"",varb_1);
}
    else if(varb_0>12500&&varb_0<=38500)
{
varb_1=(varb_0-3500)*0.25-1005;
  printf(""%.6f"",varb_1);
}
    else if(varb_0>38500&&varb_0<=58500)
{
varb_1=(varb_0-3500)*0.3-2755;
   printf(""%.6f"",varb_1);
}
    else if(varb_0>58500&&varb_0<83500)
{
varb_1=(varb_0-3500)*0.35-5505;
   printf(""%.6f"",varb_1);
}
    else if(varb_0>58500)
{
varb_1=(varb_0-3500)*0.45-13505;
   printf(""%.6f"",varb_1);
}
}",0.0,6
1,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f"",&varb_0);
  if(varb_0<=3500)
  {
  varb_1=0*(varb_0-3500)-0;
  printf(""%f"",varb_1);
  }
  else if(varb_0<=5000&&varb_0>3500)
  {
  varb_1=0.03*(varb_0-3500)-0;
  printf(""%f"",varb_1);
  }
  else if(varb_0<=8000&&varb_0>5000)
  {
  varb_1=0.10*(varb_0-3500)-105;
  printf(""%f"",varb_1);
  }
  else if(varb_0<=12500&&varb_0>8000)
  {
  varb_1=0.20*(varb_0-3500)-555;
  printf(""%f"",varb_1);
  }
  else if(varb_0<=38500&&varb_0>12500)
  {
  varb_1=0.25*(varb_0-3500)-1050;
  printf(""%f"",varb_1);
  }
  else if(varb_0<=58500&&varb_0>38500)
  {
  varb_1=0.30*(varb_0-3500)-2755;
  printf(""%f"",varb_1);
  }
  else if(varb_0<=83500&&varb_0>58500)
  {
  varb_1=0.35*(varb_0-3500)-5505;
  printf(""%f"",varb_1);
  }
  else
  {
  varb_1=0.45*(varb_0-3500)-13505;
  printf(""%f"",varb_1);
  }
  return 0;
}",0.0,8
2,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main( )
{
float varb_0,varb_1;
scanf(""%f "",&varb_0);
if(varb_0>=0&&varb_0<=3500)
   printf(""%f"",varb_1=varb_0);
   else if(varb_0>3500&&varb_0<=5000)
   printf(""%f"",varb_1=0.03*(varb_0-3500));
   else if(varb_0>5000&&varb_0<=8000)
   printf(""%f"",varb_1=0.1*(varb_0-3500)-105);
   else if(varb_0>8000&&varb_0<=12500)
   printf(""%f"",varb_1=0.2*(varb_0-3500)-555);
   else if(varb_0>12500&&varb_0<=38500)
   printf(""%f"",varb_1=0.25*(varb_0-3500)-1005);
   else if(varb_0>38500&&varb_0<=58500)
   printf(""%f"",varb_1=0.3*(varb_0-3500)-2755);
   else if(varb_0>58500&&varb_0<=83500)
   printf(""%f"",varb_1=0.35*(varb_0-3500)-5505);
   else if(varb_0>83500)
   printf(""%f"",varb_1=0.45*(varb_0-3500)-13505);
return 0 ;
}",0.0,7
3,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
float varb_0,varb_1;
scanf(""%f"",&varb_0);
if(varb_0<=3500)
{
varb_1=0*(varb_0-3500)-0;
printf(""%f"",&varb_1);
}
else if(varb_0>3500&&varb_0<=5000)
{
varb_1=0.03*(varb_0-3500)-0;
printf(""%f"",&varb_1);
}
else if(varb_0>5000&&varb_0<=8000)
{
varb_1=0.1*(varb_0-3500)-105;
printf(""%f"",&varb_1);
}
else if(varb_0>8000&&varb_0<=12500)
{
varb_1=0.2*(varb_0-3500)-555;
printf(""%f"",&varb_1);
}
else if(varb_0>12500&&varb_0<=38500)
{
varb_1=0.25*(varb_0-3500)-1005;
printf(""%f"",&varb_1);
}
else if(varb_0>38500&&varb_0<=58500)
{
varb_1=0.3*(varb_0-3500)-2755;
printf(""%f"",&varb_1);
}
else if(varb_0>58500&&varb_0<=83500)
{
varb_1=0.35*(varb_0-3500)-5505;
printf(""%f"",&varb_1);
}
else
{
varb_1=0.45*(varb_0-3500)-13505;
printf(""%f"",&varb_1);
}
return 0;
}
",0.0,3
4,2c911d616dcd1421016dd2b6d65515d2,"#include <stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f"",&varb_0);
  if(varb_0<=3500)
  varb_1=0*(varb_0-3500)-0;
  else if(varb_0>3500&&varb_0<=5000)
  varb_1=0.03*(varb_0-3500)-0;
  else if(varb_0>5000&&varb_0<=8000)
  varb_1=0.10*(varb_0-3500)-105;
  else if(varb_0>8000&&varb_0<=12500)
  varb_1=0.20*(varb_0-3500)-555;
  else if(varb_0>12500&&varb_0<=38500)
  varb_1=0.25*(varb_0-3500)-1005;
  else if(varb_0>38500&&varb_0<=58500)
  varb_1=0.30*(varb_0-3500)-2755;
  else if(varb_0>58500&&varb_0<=83500)
  varb_1=0.35*(varb_0-3500)-5505;
  else
  varb_1=0.45*(varb_0-3500)-13505;
  printf(""%f"",varb_1);
  return 0;
}",0.0,7
5,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
int varb_0,varb_1;
scanf(""%d"",&varb_0);
if(varb_0<=3500)
   printf(""b"",0);
else if(varb_0>3500&&varb_0<=5000)
   printf(""b"",varb_1=0.03*(varb_0-3500));
else if(varb_0>5000&&varb_0<=8000)
   printf(""%.6f"",varb_1=0.1*(varb_0-3500)-105);
else if(varb_0>8000&&varb_0<=12500)
   printf(""%.6f"",varb_1=0.2*(varb_0-3500)-555);
else if(varb_0>12500&&varb_0<=38500)
   printf(""%.6f"",varb_1=0.25*(varb_0-3500)-1005);
else if(varb_0>38500&&varb_0<=58500)
   printf(""%.6f"",varb_1=0.3*(varb_0-3500)-2755);
else if(varb_0>58500&&varb_0<=83500)
   printf(""%.6f"",varb_1=0.35*(varb_0-3500)-5505);
else if(varb_0>83500)
   printf(""%.6f"",varb_1=0.45*(varb_0-3500)-13505);
}",0.0,4
6,2c911d616dcd1421016dd2b6d65515d2,"#include <stdio.h>
int main()
{
  float varb_0,varb_1;
  scanf(""%f"",&varb_0);
  if(varb_0<=3500)
  varb_1=0*(varb_0-3500)-0;
  else if(varb_0>3500&&varb_0<=5000)
  varb_1=0.03*(varb_0-3500)-0;
  else if(varb_0>5000&&varb_0<=8000)
  varb_1=0.10*(varb_0-3500)-105;
  else if(varb_0>8000&&varb_0<=12500)
  varb_1=0.20*(varb_0-3500)-555;
  else if(varb_0>12500&&varb_0<=38500)
  varb_1=0.25*(varb_0-3500)-1005;
  else if(varb_0>38500&&varb_0<=58500)
  varb_1=0.30*(varb_0-3500)-2755;
  else if(varb_0>58500&&varb_0<=83500)
  varb_1=0.35*(varb_0-3500)-5505;
  else
  varb_1=0.45*(varb_0-3500)-13505;
  printf(""%.6f"",varb_1);
  return 0;
}",0.0,7
7,2c911d616dcd1421016dd2b6d65515d2,"#include <stdio.h>
int main()
{
    float varb_0;
    scanf(""%f"",&varb_0);
    if(varb_0<=3500)
    printf(""%f"",0*(varb_0-3500));
    else if(varb_0>3500&&varb_0<=5000)
    printf(""%f"",0.03*(varb_0-3500));
    else if(varb_0>5000&&varb_0<=8000)
    printf(""%f"",0.1*(varb_0-3500)-105);
    else if(varb_0>8000&&varb_0<=12500)
    printf(""%f"",0.2*(varb_0-3500)-555);
    else if(varb_0>12500&&varb_0<=38500)
    printf(""%f"",0.25*(varb_0-3500)-1005);
    else if(varb_0>38500&&varb_0<=58500)
    printf(""%f"",0.3*(varb_0-3500)-2755);
    else if(varb_0>58500&&varb_0<=83500)
    printf(""%f"",0.35*(varb_0-3500)-5505);
    else
    printf(""%f"",0.45*(varb_0-3500)-13505);
    return 0;
}
",0.0,7
8,2c911d616dcd1421016dd2b6d65515d2,"#include<stdio.h>
int main()
{
float varb_0,varb_1;
scanf(""%f"",&varb_0);
if(varb_0<=3500)
{   varb_1=0*(varb_0-3500)-0;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>3500&&varb_0<=5000)
{
    varb_1=0.03*(varb_0-3500)-0;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>5000&&varb_0<=8000)
{
    varb_1=0.1*(varb_0-3500)-105;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>8000&&varb_0<=12500)
{
    varb_1=0.2*(varb_0-3500)-555;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>12500&&varb_0<=38500)
{
    varb_1=0.25*(varb_0-3500)-1005;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>38500&&varb_0<=58500)
{
    varb_1=0.3*(varb_0-3500)-2755;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>58500&&varb_0<=83500)
{
    varb_1=0.35*(varb_0-3500)-5505;
    printf(""%.6f"",varb_1);
    }
else if(varb_0>83500)
{
    varb_1=0.45*(varb_0-3500)-13505;
    printf(""%.6f"",varb_1);
    }
    return 0;
}
",0.0,7
9,2c911d616dcd1421016dd2b6d65515d2,"#include <stdio.h>
main()
{
float varb_0,varb_1;
scanf(""%f"",&varb_0);
if(varb_0<=3500)
{
varb_1=0;
printf(""%f"",varb_1);
}
else if(3500<varb_0<=5000)
{
varb_1=0.03*(varb_0-3500);
printf(""%f"",varb_1);
}
else if(5000<varb_0<=8000)
{
varb_1=0.10*(varb_0-3500)-105;
printf(""%f"",varb_1);
}
else if(8000<varb_0<=12500)
{
varb_1=0.20*(varb_0-3500)-555;
printf(""%f"",varb_1);
}
else if(12500<varb_0<=38500)
{
varb_1=0.25*(varb_0-3500)-1.0*1005;
printf(""%f"",varb_1);
}
else if(38500<varb_0<=58500)
{
varb_1=0.03*(varb_0-3500)-2755;
printf(""%f"",varb_1);
}
else if(50000<varb_0<=83500)
{
varb_1=0.35*(varb_0-3500)-5505;
printf(""%f"",varb_1);
}
else if(83500<varb_0)
{
varb_1=0.45*(varb_0-3500)-13505;
printf(""%f"",varb_1);
}
else
;
return 0;
}",0.0,11
