,id,code,is_true,format_code,errorline
0,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void delchar( char *str, char c );
int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
	gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}
void delchar( char *str, char c )
{
	int i,js=0;
	for(;;)
	{
		if(str[0]==c)
		str++;
		else
		break;
	}
	for(i=0;str[i];i++)
	{
		if(str[i]!=c)
		{
			str[js]=str[i];
			js++;
		}
		else
		;
	}
}",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
	gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5,varb_6=0;
	for(;;)
	{
		if(varb_0[0]==varb_1)
		varb_0++;
		else
		break;
	}
	for(varb_5=0;varb_0[varb_5];varb_5++)
	{
		if(varb_0[varb_5]!=varb_1)
		{
			varb_0[varb_6]=varb_0[varb_5];
			varb_6++;
		}
		else
		;
	}
}",16
1,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
gets(str);
    delchar(str, c);
    printf(""%s\n"", str);
    return 0;
}
void delchar( char *str, char c )
{
	int i;
	for(i=0;i<MAXN;i++)
	{
		if(str[i]==c)
	    continue;
	    else
	    printf(""%c"",str[i]);
	}
	
 } 
",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5;
	for(varb_5=0;varb_5<MAXN;varb_5++)
	{
		if(varb_0[varb_5]==varb_1)
	    continue;
	    else
	    printf(""%c"",varb_0[varb_5]);
	}
 } 
",16
2,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}
void delchar( char *str, char c )  
{     
 int i,j=0;  
 for(i=0;i<20;i++)
 {
  if(str[i]!=c)str[j]=str[i];j++;
 }
}
",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )  
{     
 int varb_5,varb_6=0;  
 for(varb_5=0;varb_5<20;varb_5++)
 {
  if(varb_0[varb_5]!=varb_1)varb_0[varb_6]=varb_0[varb_5];varb_6++;
 }
}
",18
3,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>

#define MAXN 20

void delchar( char *str, char c );

int main()

{

    char str[MAXN], c;

    scanf(""%c\n"", &c);

gets(str);

    delchar(str, c);

    printf(""%s\n"", str);

    return 0;

}
void delchar( char *str, char c )
{
int i,j,k=1;
for(i=0;i<MAXN;i++)
{
 if(str[i]==c)
 {for(j=i;i<MAXN-k;j++)
 str[j]=str[j+1];
 k++;}
 }
 }
 

",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
int varb_5,varb_6,varb_7=1;
for(varb_5=0;varb_5<MAXN;varb_5++)
{
 if(varb_0[varb_5]==varb_1)
 {for(varb_6=varb_5;varb_5<MAXN-varb_7;varb_6++)
 varb_0[varb_6]=varb_0[varb_6+1];
 varb_7++;}
 }
 }
",19
4,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}

void delchar( char *str, char c )
{
int i,j;
char *str1;
for(i=0;*(str+i)!=0;i++)
{
if(*(str+i)!=c)
{
*(str1+j)==*(str+i);
j++;
}
}
str=str1;
}

",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
int varb_5,varb_6;
char *varb_7;
for(varb_5=0;*(varb_0+varb_5)!=0;varb_5++)
{
if(*(varb_0+varb_5)!=varb_1)
{
*(varb_7+varb_6)==*(varb_0+varb_5);
varb_6++;
}
}
varb_0=varb_7;
}
",15
5,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#include <string.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}
void delchar( char *str, char c )
{
    int b,i;
    b=strlen(str);
    for(i=0;i<b;i++)
    {
      if(str[i]=c)
      str[i]=str[i+1];
     }
    }
    ",0.0,"#include <stdio.h>
#include <string.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
    int varb_5,varb_6;
    varb_5=strlen(varb_0);
    for(varb_6=0;varb_6<varb_5;varb_6++)
    {
      if(varb_0[varb_6]=varb_1)
      varb_0[varb_6]=varb_0[varb_6+1];
     }
    }
",16
6,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
    gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}

void delchar( char *str, char c )
{
   int i;
   
}",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
   int varb_5;
}",15
7,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
    gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}
void delchar( char *str, char c )//删除字符串中指定字符 
{
	int i,j;
	for(i=0;i<MAXN;i++)
		if(str[i]==c)
	 {
	 	for(j=i;j<MAXN-1;j++)
	 	   str[j+1]=str[j];
	 }
 } 
    




",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5,varb_6;
	for(varb_5=0;varb_5<MAXN;varb_5++)
		if(varb_0[varb_5]==varb_1)
	 {
	 	for(varb_6=varb_5;varb_6<MAXN-1;varb_6++)
	 	   varb_0[varb_6+1]=varb_0[varb_6];
	 }
 } 
",15
8,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
    gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}

/* 你的代码将被嵌在这里 */
void delchar( char *str, char c )
{
	int i,j;
    i = 0;
    j = 0;
while (str[i] != '\0') {
    if(str[i] != 'c' ){
        str[j] = str[i];
        j++;
    }
    i++;
}
 str[j] = '\0';

}",0.0,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5,varb_6;
    varb_5 = 0;
    varb_6 = 0;
while(varb_0[varb_5] != '\0') {
    if(varb_0[varb_5] != 'c' ){
        varb_0[varb_6] = varb_0[varb_5];
        varb_6++;
    }
    varb_5++;
}
 varb_0[varb_6] = '\0';
}",19
9,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#include <string.h>
#define MAXN 20

void delchar( char *str, char c );

int main()
{
    char str[MAXN], c;

    scanf(""%c\n"", &c);
gets(str);
    delchar(str, c);
    printf(""%s\n"", str);

    return 0;
}
void delchar( char *str, char c )
{
    int b,i;
    b=strlen(str);
    for(i=0;i<b;i++)
    {
      if(str[i]=c);
      str[i]=str[i+1];
     }
    }
    ",0.0,"#include <stdio.h>
#include <string.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
    int varb_5,varb_6;
    varb_5=strlen(varb_0);
    for(varb_6=0;varb_6<varb_5;varb_6++)
    {
      if(varb_0[varb_6]=varb_1);
      varb_0[varb_6]=varb_0[varb_6+1];
     }
    }
",16
